Title,QuickRef,Ev_ID,Paper_ID,Cat_ID,SubCat_ID,AddEv_ID,Category level,Risk category,Risk subcategory,Description,Additional ev.,P.Def,p.AddEv,Entity,Intent,Timing,Domain,Sub-domain
AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman2023,12.02.00,12,2,,,Risk Category,Compliance,,"""The potential for AI systems to violate laws, regulations, and ethical guidelines (including copyrights). Non-compliance can lead to legal penalties, reputation damage, and loss of trust.While other risks in our taxonomy apply to system developers, users, and broader society, this risk is generally restricted to the former two groups.""",,23048,,2 - AI,3 - Other,2 - Post-deployment,6. Socioeconomic and Environmental,6.5 > Governance failure
AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman2023,12.03.00,12,3,,,Risk Category,Environmental & Societal Impact,,"""Addresses AI's broader societal effects, including labor displacement, mental health impacts, and issues from manipulative technologies like deepfakes. Additionally, it considers AI's environmental footprint, balancing resource strain and training-related carbon emissions against AI's potential to help address environmental problems.""",,23048,,3 - Other,3 - Other,2 - Post-deployment,6. Socioeconomic and Environmental,6.0 > Socioeconomic & Environmental
AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman2023,12.04.00,12,4,,,Risk Category,Explainability & Transparency,,"""The feasibility of understanding and interpreting an AI system's decisions and actions, and the openness of the developer about the data used, algorithms employed, and decisions made. Lack of these elements can create risks of misuse, misinterpretation, and lack of accountability.""",,23048,,2 - AI,3 - Other,3 - Other,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman2023,12.05.00,12,5,,,Risk Category,Fairness & Bias,,"""The potential for AI systems to make decisions that systematically disadvantage certain groups or individuals. Bias can stem from training data, algorithmic design, or deployment practices, leading to unfair outcomes and possible legal ramifications.""",,23048,,2 - AI,2 - Unintentional,3 - Other,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman2023,12.06.00,12,6,,,Risk Category,Long-term & Existential Risk,,"""The speculative potential for future advanced AI systems to harm human civilization, either through misuse or due to challenges in aligning AI objectives with human values.""",,23048,,3 - Other,3 - Other,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman2023,12.07.00,12,7,,,Risk Category,Performance & Robustness,,"""The AI system's ability to fulfill its intended purpose and its resilience to perturbations, and unusual or adverse inputs. Failures of performance are fundamental to the AI system's correct functioning. Failures of robustness can lead to severe consequences.""",,23048,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman2023,12.08.00,12,8,,,Risk Category,Privacy,,"""The potential for the AI system to infringe upon individuals' rights to privacy, through the data it collects, how it processes that data, or the conclusions it draws.""",,23048,,2 - AI,3 - Other,3 - Other,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman2023,12.09.00,12,9,,,Risk Category,Security,,"""Encompasses vulnerabilities in AI systems that compromise their integrity, availability, or confidentiality. Security breaches could result in significant harm, ranging from flawed decision-making to data leaks. Of special concern is leakage of AI model weights, which could exacerbate other risk areas.""",,23048,,2 - AI,2 - Unintentional,2 - Post-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
Evaluating the Social Impact of Generative AI Systems in Systems and Society,Solaiman2023,13.00.00,13,,,,Paper,,,,,4,,,,,,
Evaluating the Social Impact of Generative AI Systems in Systems and Society,Solaiman2023,13.01.00,13,1,,,Risk Category,Impacts: The Technical Base System,,"""What can be evaluated in a technical system and its components'...The following categories are high-level, non-exhaustive, and present a synthesis of the findings across  different modalities""",,4,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
Evaluating the Social Impact of Generative AI Systems in Systems and Society,Solaiman2023,13.01.01,13,1,1,,Risk Sub-Category,Impacts: The Technical Base System,"Bias, Stereotypes, and Representational Harms","""Generative AI systems can embed and amplify harmful biases that are most detrimental to marginalized peoples.""","""Categories of bias, from system to human to statistical, interact with each other and are intertwined [211]. For bias evaluations that do not narrowly capture biases as they occur in Generative AI systems, it is necessary to consider work outside of the field of question. For instance, for natural language processing, bias evaluations must seriously engage with the relationship between the modality (i.e. language) and social hierarchies [33]. When thinking about representational harms [125], it is also important to consider the extent to which any representation could confer harm (see 4.2.2.2 Long-term Amplifying Marginalization by Exclusion (and Inclusion)). Although bias evaluations in data have been subject to a large body of research, bias is not only a “data problem.” Biases are not only introduced in the data pipeline but throughout the entire machine learning pipeline [237]. The overall level of harm is also impacted by modeling choice [108]. These can include choices about many stages of the optimization process [237, 129]; privacy constraints [24], widely used compression techniques [109, 15, 169] and the choice hardware [273] have all been found to amplify harm on underrepresented protected attributes [28]. The geographic location, demographic makeup, and team structures of researcher and developer organizations can also introduce biases.""",4,4,2 - AI,2 - Unintentional,3 - Other,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Evaluating the Social Impact of Generative AI Systems in Systems and Society,Solaiman2023,13.01.02,13,1,2,,Risk Sub-Category,Impacts: The Technical Base System,Cultural Values and Sensitive Content,"""Cultural values are specific to groups and sensitive content is normative. Sensitive topics also vary by culture and can include hate speech, which itself is contingent on cultural norms of acceptability.""","""Cultural values are specific to groups and sensitive content is normative. Sensitive topics also vary by culture and can include hate speech, which itself is contingent on cultural norms of acceptability [242]. Abusive and offensive language are a large umbrella for unsafe content, which can also include abuse and hate speech[151, 236]. What is considered a sensitive topic, such as egregious violence or adult sexual content, can vary widely by viewpoint. Due to norms differing by culture, region, and language, there is no standard for what constitutes sensitive content. Increasing politicization of model training and outputs, as seen in projects such as with projects like RightWingGPT [202], raises urgency in evaluating the complexity of political values. Distinct cultural values present a challenge for deploying models into a global sphere, as what may be appropriate in one culture may be unsafe in others [238]. Generative AI systems cannot be neutral or objective, nor can they encompass truly universal values. There is no “view from nowhere”; in evaluating anything, a particular frame of reference [207] is imposed [237].""",5,5,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Evaluating the Social Impact of Generative AI Systems in Systems and Society,Solaiman2023,13.01.02.a,13,1,2,1,Additional evidence,Impacts: The Technical Base System,Cultural Values and Sensitive Content,,"Hate, Toxicity, and Targeted Violence Beyond hate speech and toxic language, generations may also produce harmful biases [87], stereotypes [165] (overlapping with 4.1.1Bias, Stereo-types, and Representational Harms), violent or non-consensual imagery or audio, and physically threatening language, i.e., threats to the lives and safety of individuals or groups of people. Although base systems cannot act on the content that is generated by them, they can still inflict harms upon viewers who are targeted, help normalize harmful content, and aid in the production of harmful content for distribution (e.g., misinformation and non-consensual imagery). In an early example, Microsoft’s Tay bot showed these exact vulnerabilities and generated violent language such as Holocaust denial and threats to women and people of color within 24 hours of its release [255]. Recent harms have proved fatal [268]. For these reasons, it is of the utmost importance that generative AI systems are evaluated for their potential to generate harmful content and how such content may be propagated without appropriate measures for identifying and addressing them.",5,5,,,,,
